invoice_no,invoice_type,invoice_date,invoice_year,invoice_quarter,invoice_month,invoice_dow,invoice_hour,is_complete_quarter,stock_code,description,line_type,is_product_line,is_revenue_line,quantity,unit_price,line_revenue,is_return,customer_id,is_identified_customer,country,is_country_known,operator_note,has_negative_price,is_extreme_quantity
INV00179,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,MAN,MANUAL ADJUST,MANUAL,0,1,1,-25.0,-25.0,0,,0,Narnia,1,note INV00179,1,0
INV00257,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST035,1,Atlantis,1,note INV00257,0,0
INV00108,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST034,1,Wonderland,1,note INV00108,0,0
INV00039,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST002,1,Oz,1,note INV00039,0,0
INV00080,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST006,1,Atlantis,1,note INV00080,0,0
INV00157,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,CUST009,1,Narnia,1,note INV00157,0,0
INV00273,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P001,ALPHA MUG,PRODUCT,1,1,1,3.0,3.0,0,CUST001,1,Sark,1,note INV00273,0,0
INV00140,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P005,EPSILON CLOCK,PRODUCT,1,1,16,12.0,192.0,0,,0,Oz,1,note INV00140,0,0
INV00052,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Oz,1,note INV00052,1,0
INV00164,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P003,GAMMA CANDLE,PRODUCT,1,1,8,2.5,20.0,0,CUST016,1,Narnia,1,note INV00164,0,0
INV00145,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P005,EPSILON CLOCK,PRODUCT,1,1,16,12.0,192.0,0,CUST034,1,Oz,1,note INV00145,0,0
INV00110,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST036,1,Wonderland,1,note INV00110,0,0
INV00266,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P005,EPSILON CLOCK,PRODUCT,1,1,9,12.0,108.0,0,,0,Atlantis,1,note INV00266,0,0
INV00133,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P003,GAMMA CANDLE,PRODUCT,1,1,14,2.5,35.0,0,,0,Oz,1,note INV00133,0,0
INV00091,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,,0,Atlantis,1,note INV00091,0,0
INV00105,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,,0,Wonderland,1,note INV00105,0,0
INV00165,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P004,DELTA LAMP,PRODUCT,1,1,9,9.0,81.0,0,CUST017,1,Narnia,1,note INV00165,0,0
INV00167,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,CUST019,1,Narnia,1,note INV00167,0,0
INV00173,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,CUST025,1,Narnia,1,note INV00173,0,0
INV00034,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST034,1,Oz,1,note INV00034,0,0
INV00083,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST009,1,Atlantis,1,note INV00083,0,0
INV00208,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Atlantis,1,note INV00208,1,0
INV00183,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P001,ALPHA MUG,PRODUCT,1,1,8,3.0,24.0,0,,0,Atlantis,1,note INV00183,0,0
INV00059,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST022,1,Narnia,1,note INV00059,0,0
INV00121,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST010,1,Wonderland,1,note INV00121,0,0
INV00124,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST013,1,Wonderland,1,note INV00124,0,0
INV00072,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST035,1,Narnia,1,note INV00072,0,0
INV00075,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,MAN,MANUAL ADJUST,MANUAL,0,1,1,-25.0,-25.0,0,,0,Narnia,1,note INV00075,1,0
INV00022,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Wonderland,1,note INV00022,1,0
INV00154,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Oz,1,note INV00154,1,0
INV00102,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Atlantis,1,note INV00102,1,0
INV00092,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,,0,Atlantis,1,note INV00092,0,0
INV00053,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST016,1,Narnia,1,note INV00053,0,0
INV00130,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Wonderland,1,note INV00130,1,0
INV00006,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST006,1,Wonderland,1,note INV00006,0,0
INV00180,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Narnia,1,note INV00180,1,0
INV00158,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,CUST010,1,Narnia,1,note INV00158,0,0
INV00002,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST002,1,Wonderland,1,note INV00002,0,0
INV00248,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P003,GAMMA CANDLE,PRODUCT,1,1,7,2.5,17.5,0,CUST026,1,Narnia,1,note INV00248,0,0
INV00277,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P001,ALPHA MUG,PRODUCT,1,1,50,3.0,150.0,0,CUST002,1,Tortuga,1,note INV00277,0,0
INV00104,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Atlantis,1,note INV00104,1,0
INV00245,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P005,EPSILON CLOCK,PRODUCT,1,1,9,12.0,108.0,0,,0,Narnia,1,note INV00245,0,0
INV00132,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P002,BETA NOTEBOOK,PRODUCT,1,1,13,5.0,65.0,0,CUST021,1,Oz,1,note INV00132,0,0
INV00185,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P003,GAMMA CANDLE,PRODUCT,1,1,10,2.5,25.0,0,CUST000,1,Atlantis,1,note INV00185,0,0
INV00241,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P001,ALPHA MUG,PRODUCT,1,1,5,3.0,15.0,0,CUST019,1,Narnia,1,note INV00241,0,0
INV00209,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P001,ALPHA MUG,PRODUCT,1,1,5,3.0,15.0,0,CUST024,1,Wonderland,1,note INV00209,0,0
INV00191,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P004,DELTA LAMP,PRODUCT,1,1,11,9.0,99.0,0,CUST006,1,Atlantis,1,note INV00191,0,0
INV00076,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Narnia,1,note INV00076,1,0
INV00037,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST000,1,Oz,1,note INV00037,0,0
INV00011,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST011,1,Wonderland,1,note INV00011,0,0
INV00251,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Narnia,1,note INV00251,0,0
INV00268,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Atlantis,1,note INV00268,1,0
INV00209,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P001,ALPHA MUG,PRODUCT,1,1,1,3.0,3.0,0,CUST024,1,Wonderland,1,note INV00209,0,0
INV00006,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST006,1,Wonderland,1,note INV00006,0,0
INV00114,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST003,1,Wonderland,1,note INV00114,0,0
INV00038,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST001,1,Oz,1,note INV00038,0,0
INV00049,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,MAN,MANUAL ADJUST,MANUAL,0,1,1,-25.0,-25.0,0,,0,Oz,1,note INV00049,1,0
INV00190,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P003,GAMMA CANDLE,PRODUCT,1,1,10,2.5,25.0,0,,0,Atlantis,1,note INV00190,0,0
INV00053,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST016,1,Narnia,1,note INV00053,0,0
INV00070,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,,0,Narnia,1,note INV00070,0,0
INV00172,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P001,ALPHA MUG,PRODUCT,1,1,6,3.0,18.0,0,CUST024,1,Narnia,1,note INV00172,0,0
INV00235,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Oz,1,note INV00235,0,0
INV00058,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P001,ALPHA MUG,PRODUCT,1,1,1,3.0,3.0,0,CUST021,1,Narnia,1,note INV00058,0,0
INV00110,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST036,1,Wonderland,1,note INV00110,0,0
INV00146,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P001,ALPHA MUG,PRODUCT,1,1,12,3.0,36.0,0,CUST035,1,Oz,1,note INV00146,0,0
INV00032,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST032,1,Oz,1,note INV00032,0,0
INV00265,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,CUST006,1,Atlantis,1,note INV00265,0,0
INV00218,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P005,EPSILON CLOCK,PRODUCT,1,1,9,12.0,108.0,0,,0,Wonderland,1,note INV00218,0,0
INV00217,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,,0,Wonderland,1,note INV00217,0,0
INV00269,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,MAN,MANUAL ADJUST,MANUAL,0,1,1,-25.0,-25.0,0,,0,Atlantis,1,note INV00269,1,0
INV00152,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Oz,1,note INV00152,1,0
INV00134,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P004,DELTA LAMP,PRODUCT,1,1,15,9.0,135.0,0,,0,Oz,1,note INV00134,0,0
INV00085,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,,0,Atlantis,1,note INV00085,0,0
INV00188,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,9,5.0,45.0,0,CUST003,1,Atlantis,1,note INV00188,0,0
INV00186,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P004,DELTA LAMP,PRODUCT,1,1,11,9.0,99.0,0,CUST001,1,Atlantis,1,note INV00186,0,0
INV00203,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Atlantis,1,note INV00203,0,0
INV00113,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,,0,Wonderland,1,note INV00113,0,0
INV00055,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST018,1,Narnia,1,note INV00055,0,0
INV00247,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST025,1,Narnia,1,note INV00247,0,0
INV00228,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,CUST006,1,Oz,1,note INV00228,0,0
INV00067,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST030,1,Narnia,1,note INV00067,0,0
INV00063,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P001,ALPHA MUG,PRODUCT,1,1,1,3.0,3.0,0,,0,Narnia,1,note INV00063,0,0
INV00195,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P003,GAMMA CANDLE,PRODUCT,1,1,10,2.5,25.0,0,CUST010,1,Atlantis,1,note INV00195,0,0
INV00137,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,13,5.0,65.0,0,CUST026,1,Oz,1,note INV00137,0,0
INV00270,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Atlantis,1,note INV00270,1,0
INV00027,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST027,1,Oz,1,note INV00027,0,0
INV00061,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST024,1,Narnia,1,note INV00061,0,0
INV00004,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST004,1,Wonderland,1,note INV00004,0,0
INV00174,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P003,GAMMA CANDLE,PRODUCT,1,1,8,2.5,20.0,0,CUST026,1,Narnia,1,note INV00174,0,0
INV00212,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,CUST027,1,Wonderland,1,note INV00212,0,0
INV00201,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P004,DELTA LAMP,PRODUCT,1,1,11,9.0,99.0,0,CUST016,1,Atlantis,1,note INV00201,0,0
INV00153,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,MAN,MANUAL ADJUST,MANUAL,0,1,1,-25.0,-25.0,0,,0,Oz,1,note INV00153,1,0
INV00183,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P002,BETA NOTEBOOK,PRODUCT,1,1,9,5.0,45.0,0,,0,Atlantis,1,note INV00183,0,0
INV00216,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P003,GAMMA CANDLE,PRODUCT,1,1,7,2.5,17.5,0,CUST031,1,Wonderland,1,note INV00216,0,0
INV00025,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Wonderland,1,note INV00025,0,0
INV00014,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,,0,Wonderland,1,note INV00014,0,0
INV00045,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST008,1,Oz,1,note INV00045,0,0
INV00051,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Oz,1,note INV00051,0,0
INV00178,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Narnia,1,note INV00178,1,0
INV00032,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST032,1,Oz,1,note INV00032,0,0
INV00117,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST006,1,Wonderland,1,note INV00117,0,0
INV00010,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST010,1,Wonderland,1,note INV00010,0,0
INV00089,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST015,1,Atlantis,1,note INV00089,0,0
INV00207,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Atlantis,1,note INV00207,0,0
INV00136,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,13,5.0,65.0,0,CUST025,1,Oz,1,note INV00136,0,0
INV00066,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST029,1,Narnia,1,note INV00066,0,0
INV00229,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P005,EPSILON CLOCK,PRODUCT,1,1,9,12.0,108.0,0,CUST007,1,Oz,1,note INV00229,0,0
INV00189,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,9,5.0,45.0,0,,0,Atlantis,1,note INV00189,0,0
INV00226,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST004,1,Oz,1,note INV00226,0,0
INV00123,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST012,1,Wonderland,1,note INV00123,0,0
INV00262,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P001,ALPHA MUG,PRODUCT,1,1,5,3.0,15.0,0,CUST003,1,Atlantis,1,note INV00262,0,0
INV00187,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P005,EPSILON CLOCK,PRODUCT,1,1,12,12.0,144.0,0,CUST002,1,Atlantis,1,note INV00187,0,0
INV00063,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,,0,Narnia,1,note INV00063,0,0
INV00193,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P001,ALPHA MUG,PRODUCT,1,1,8,3.0,24.0,0,CUST008,1,Atlantis,1,note INV00193,0,0
INV00233,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,CUST011,1,Oz,1,note INV00233,0,0
INV00122,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST011,1,Wonderland,1,note INV00122,0,0
INV00099,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Atlantis,1,note INV00099,0,0
INV00084,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,,0,Atlantis,1,note INV00084,0,0
INV00141,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P001,ALPHA MUG,PRODUCT,1,1,1,3.0,3.0,0,,0,Oz,1,note INV00141,0,0
INV00120,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,,0,Wonderland,1,note INV00120,0,0
INV00020,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST020,1,Wonderland,1,note INV00020,0,0
INV00225,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P001,ALPHA MUG,PRODUCT,1,1,5,3.0,15.0,0,,0,Oz,1,note INV00225,0,0
INV00162,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P001,ALPHA MUG,PRODUCT,1,1,6,3.0,18.0,0,,0,Narnia,1,note INV00162,0,0
INV00163,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,CUST015,1,Narnia,1,note INV00163,0,0
INV00009,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST009,1,Wonderland,1,note INV00009,0,0
INV00035,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,,0,Oz,1,note INV00035,0,0
INV00011,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST011,1,Wonderland,1,note INV00011,0,0
INV00162,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,,0,Narnia,1,note INV00162,0,0
INV00258,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST036,1,Atlantis,1,note INV00258,0,0
INV00209,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST024,1,Wonderland,1,note INV00209,0,0
INV00188,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P001,ALPHA MUG,PRODUCT,1,1,8,3.0,24.0,0,CUST003,1,Atlantis,1,note INV00188,0,0
INV00206,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Atlantis,1,note INV00206,1,0
INV00068,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST031,1,Narnia,1,note INV00068,0,0
INV00213,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P005,EPSILON CLOCK,PRODUCT,1,1,9,12.0,108.0,0,CUST028,1,Wonderland,1,note INV00213,0,0
